rank,name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,value,outcome
154,Alexandr Dolgopolov,Ukraine,UKR,Benjamin Becker,Germany,GER,17/01/2011,Australian Open,G,5,H,FAUX,55,R64,6-3 6-0 3-6 7-6(3),VRAI,18,
154,Alexandr Dolgopolov,Ukraine,UKR,Fernando Gonzalez,Chile,CHI,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-3 6-7(6) 7-6(3) 6-4,FAUX,18,
154,Andy Roddick,United States,USA,Jan Hajek,Czech Republic,CZE,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,6-1 6-2 6-2,VRAI,18,
154,Denis Istomin,Uzbekistan,UZB,Philipp Kohlschreiber,Germany,GER,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,4-6 6-3 6-3 6-3,VRAI,18,
154,Feliciano Lopez,Spain,ESP,Dmitry Tursunov,Russian Federation,RUS,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,7-6(4) 6-3,VRAI,18,
154,Feliciano Lopez,Spain,ESP,Michael Lammer,Switzerland,SUI,25/07/2011,Gstaad,B,3,C,FAUX,52,R32,6-4 6-7(4) 6-3,VRAI,18,
154,Feliciano Lopez,Spain,ESP,Janko Tipsarevic,Serbia,SRB,10/04/2011,Monte Carlo Masters,M,3,C,FAUX,15,R64,4-6 6-3 7-6(4),VRAI,18,
154,Feliciano Lopez,Spain,ESP,Tatsuma Ito,Japan,JPN,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-2 6-4 6-4,VRAI,18,
154,Feliciano Lopez,Spain,ESP,Juan Ignacio Chela,Argentina,ARG,23/03/2011,Miami Masters,M,3,H,FAUX,55,R64,7-6(3) 3-6 6-4,VRAI,18,
154,Gael Monfils,France,FRA,Bernard Tomic,Australia,AUS,17/10/2011,Stockholm,B,3,H,VRAI,63,R16,6-4 6-7(4) 6-4,VRAI,18,
154,Gilles Muller,Luxembourg,LUX,Igor Kunitsyn,Russian Federation,RUS,31/07/2011,Washington,A,3,H,FAUX,55,R64,6-4 3-6 7-6(5),FAUX,18,
154,Gilles Muller,Luxembourg,LUX,Ivan Ljubicic,Croatia,CRO,19/09/2011,Metz,B,3,H,VRAI,70,SF,7-6(3) 7-6(5),FAUX,18,
154,Ivan Dodig,Croatia,CRO,Igor Kunitsyn,Russian Federation,RUS,21/02/2011,Delray Beach,B,3,H,FAUX,67,R32,6-4 2-6 6-3,VRAI,18,
154,Ivan Ljubicic,Croatia,CRO,Marcos Baghdatis,Cyprus,CYP,07/02/2011,Rotterdam,A,3,H,VRAI,85,QF,6-4 6-7(6) 7-6(4),VRAI,18,
154,Ivo Karlovic,Croatia,CRO,Janko Tipsarevic,Serbia,SRB,21/02/2011,Delray Beach,B,3,H,FAUX,67,R32,7-6(14) 7-6(1),FAUX,18,
154,Ivo Karlovic,Croatia,CRO,Kevin Anderson,South Africa,RSA,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,6-4 7-6(2),FAUX,18,
154,Joao Souza,Brazil,BRA,Frederico Gil,Portugal,POR,25/07/2011,Gstaad,B,3,C,FAUX,52,R32,4-6 6-3 6-4,FAUX,18,
154,John Isner,United States,USA,Ricardo Mello,Brazil,BRA,25/04/2011,Belgrade,B,3,C,FAUX,17,R32,6-4 7-6(4),FAUX,18,
154,Jo Wilfried Tsonga,France,FRA,Roger Federer,Switzerland,SUI,20/06/2011,Wimbledon,G,5,G,FAUX,80,QF,3-6 6-7(3) 6-4 6-4 6-4,VRAI,18,
154,Jo Wilfried Tsonga,France,FRA,Go Soeda,Japan,JPN,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-3 7-6(4) 6-2,VRAI,18,
154,Juan Martin Del Potro,Argentina,ARG,Kevin Anderson,South Africa,RSA,24/10/2011,Vienna,B,3,H,VRAI,76,SF,6-4 3-6 6-4,VRAI,18,
154,Juan Martin Del Potro,Argentina,ARG,Filippo Volandri,Italy,ITA,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-3 6-1 6-1,VRAI,18,
154,Kevin Anderson,South Africa,RSA,Peter Luczak,Australia,AUS,02/01/2011,Brisbane,B,3,H,FAUX,68,R32,6-4 6-4,VRAI,18,
154,Kevin Anderson,South Africa,RSA,Illya Marchenko,Ukraine,UKR,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-7(5) 7-6(7) 6-4 4-6 6-1,VRAI,18,
154,Kevin Anderson,South Africa,RSA,Guillermo Garcia Lopez,Spain,ESP,23/03/2011,Miami Masters,M,3,H,FAUX,55,R64,6-3 5-7 6-4,VRAI,18,
154,Mikhail Youzhny,Russian Federation,RUS,Nicolas Almagro,Spain,ESP,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,4-6 6-3 7-6(3) 6-3,VRAI,18,
154,Nicolas Almagro,Spain,ESP,Jarkko Nieminen,Finland,FIN,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-7(5) 6-3 6-4 6-4,VRAI,18,
154,Nicolas Almagro,Spain,ESP,Lukasz Kubot,Poland,POL,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,3-6 2-6 7-6(3) 7-6(5) 6-4,FAUX,18,
154,Roger Federer,Switzerland,SUI,Novak Djokovic,Serbia,SRB,22/05/2011,Roland Garros,G,5,C,FAUX,46,SF,7-6(5) 6-3 3-6 7-6(5),VRAI,18,
154,Tommy Haas,Germany,GER,Jonathan Dasnieres De Veigy,France,FRA,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-3 6-4 6-7(5) 6-1,VRAI,18,
154,Victor Hanescu,Romania,ROU,Jaroslav Pospisil,Czech Republic,CZE,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-4 6-3 6-2,VRAI,18,
185,Andy Roddick,United States,USA,Igor Kunitsyn,Russian Federation,RUS,17/01/2011,Australian Open,G,5,H,FAUX,55,R64,7-6(7) 6-2 6-3,VRAI,17,
185,Andy Roddick,United States,USA,Philipp Kohlschreiber,Germany,GER,14/08/2011,Cincinnati Masters,M,3,H,FAUX,68,R64,6-7(5) 7-5 6-1,FAUX,17,
185,Ernests Gulbis,Latvia,LAT,Igor Andreev,Russian Federation,RUS,10/01/2011,Sydney,B,3,H,FAUX,60,R16,2-6 6-4 6-3,VRAI,17,
185,Ernests Gulbis,Latvia,LAT,James Blake,United States,USA,18/07/2011,Atlanta,B,3,H,FAUX,49,R32,5-7 7-6(5) 6-2,FAUX,17,
185,Feliciano Lopez,Spain,ESP,Alejandro Falla,Colombia,COL,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,6-3 7-6(6) 6-3,VRAI,17,
185,Gael Monfils,France,FRA,Ryan Sweeting,United States,USA,31/07/2011,Washington,A,3,H,FAUX,55,R32,6-3 7-6(3),VRAI,17,
185,Gael Monfils,France,FRA,Lukasz Kubot,Poland,POL,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,6-3 3-6 6-3 6-3,FAUX,17,
185,Gilles Muller,Luxembourg,LUX,Alex Bogomolov Jr,Russian Federation,RUS,18/07/2011,Atlanta,B,3,H,FAUX,49,R32,6-3 7-6(6),VRAI,17,
185,Gilles Muller,Luxembourg,LUX,Rafael Nadal,Spain,ESP,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,7-6(6) 7-6(5) 6-0,FAUX,17,
185,Grigor Dimitrov,Bulgaria,BUL,Dmitry Tursunov,Russian Federation,RUS,14/02/2011,Marseille,B,3,H,VRAI,81,R32,6-7(6) 7-5 7-6(4),FAUX,17,
185,Ivan Ljubicic,Croatia,CRO,Mikhail Youzhny,Russian Federation,RUS,03/10/2011,Beijing,A,3,H,FAUX,55,QF,7-6(4) 6-7(4) 6-2,VRAI,17,
185,Ivo Karlovic,Croatia,CRO,Marinko Matosevic,Australia,AUS,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R128,7-6(2) 6-7(3) 6-2,VRAI,17,
185,Ivo Karlovic,Croatia,CRO,Philipp Petzschner,Germany,GER,08/08/2011,Canada Masters,M,3,H,FAUX,62,R32,6-7(0) 7-6(2) 7-6(6),VRAI,17,
185,James Blake,United States,USA,Olivier Rochus,Belgium,BEL,17/10/2011,Stockholm,B,3,H,VRAI,63,R32,7-6(6) 6-3,VRAI,17,
185,Janko Tipsarevic,Serbia,SRB,Fernando Verdasco,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R64,2-6 4-6 6-4 7-6(0) 6-0,FAUX,17,
185,Jesse Huta Galung,Netherlands,NED,Janko Tipsarevic,Serbia,SRB,31/01/2011,Johannesburg,B,3,H,FAUX,54,R32,6-7(4) 6-4 7-6(4),VRAI,17,
185,John Isner,United States,USA,Dudi Sela,Israel,ISR,21/08/2011,Winston-Salem,B,3,H,FAUX,55,R32,7-6(3) 6-2,VRAI,17,
185,John Isner,United States,USA,Andy Murray,United Kingdom,GBR,29/08/2011,US Open,G,5,H,FAUX,49,QF,7-5 6-4 3-6 7-6(2),FAUX,17,
185,Jo Wilfried Tsonga,France,FRA,Mikhail Youzhny,Russian Federation,RUS,14/02/2011,Marseille,B,3,H,VRAI,81,QF,6-4 2-6 6-4,FAUX,17,
185,Julien Benneteau,France,FRA,Andy Roddick,United States,USA,29/08/2011,US Open,G,5,H,FAUX,49,R32,6-1 6-4 7-6(5),FAUX,17,
185,Kevin Anderson,South Africa,RSA,Juan Martin Del Potro,Argentina,ARG,24/10/2011,Vienna,B,3,H,VRAI,76,SF,6-4 3-6 6-4,FAUX,17,
185,Marcos Baghdatis,Cyprus,CYP,James Blake,United States,USA,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-4 6-2 6-7(5) 4-6 6-4,VRAI,17,
185,Milos Raonic,Canada,CAN,Ryan Harrison,United States,USA,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R32,7-6(1) 4-6 6-4,FAUX,17,
185,Philipp Petzschner,Germany,GER,Thiemo De Bakker,Netherlands,NED,10/01/2011,Auckland,B,3,H,FAUX,66,R32,6-1 6-7(5) 7-6(3),VRAI,17,
185,Roger Federer,Switzerland,SUI,Jo Wilfried Tsonga,France,FRA,20/06/2011,Wimbledon,G,5,G,FAUX,80,QF,3-6 6-7(3) 6-4 6-4 6-4,FAUX,17,
185,Sam Querrey,United States,USA,Viktor Troicki,Serbia,SRB,23/03/2011,Miami Masters,M,3,H,FAUX,55,R32,7-6(5) 3-6 7-5,FAUX,17,
185,Viktor Troicki,Serbia,SRB,Teymuraz Gabashvili,Russian Federation,RUS,03/01/2011,Doha,B,3,H,FAUX,73,R16,6-3 6-1,VRAI,17,
185,Viktor Troicki,Serbia,SRB,Yen Hsun Lu,Taiwan, Province of China,TPE,20/06/2011,Wimbledon,G,5,G,FAUX,80,R64,7-6(5) 6-4 6-4,FAUX,17,
213,Alexandr Dolgopolov,Ukraine,UKR,Andy Murray,United Kingdom,GBR,17/01/2011,Australian Open,G,5,H,FAUX,55,QF,7-5 6-3 6-7(3) 6-3,FAUX,16,
213,Alexandr Dolgopolov,Ukraine,UKR,Mikhail Kukushkin,Kazakhstan,KAZ,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,6-3 6-2 6-4,VRAI,16,
213,Andreas Haider Maurer,Austria,AUT,Pere Riba,Spain,ESP,17/10/2011,Moscow,B,3,H,VRAI,74,R32,6-2 6-7(1) 6-3,FAUX,16,
213,Andy Murray,United Kingdom,GBR,Illya Marchenko,Ukraine,UKR,17/01/2011,Australian Open,G,5,H,FAUX,55,R64,6-1 6-3 6-3,VRAI,16,
213,Daniel Brands,Germany,GER,Ivo Karlovic,Croatia,CRO,31/01/2011,Zagreb,B,3,H,VRAI,56,R32,7-5 6-7(3) 7-6(1),VRAI,16,
213,Dudi Sela,Israel,ISR,Michael Berrer,Germany,GER,02/01/2011,Brisbane,B,3,H,FAUX,68,R32,1-6 7-6(3) 6-2,FAUX,16,
213,Dustin Brown,Germany,GER,Radek Stepanek,Czech Republic,CZE,24/04/2011,Munich,B,3,C,FAUX,43,R16,7-6(6) 6-7(5) 6-3,FAUX,16,
213,Ernests Gulbis,Latvia,LAT,Lukasz Kubot,Poland,POL,03/10/2011,Tokyo,A,3,H,FAUX,58,R32,6-3 3-6 7-5,VRAI,16,
213,Feliciano Lopez,Spain,ESP,Michael Berrer,Germany,GER,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-4 7-5 6-3,VRAI,16,
213,Feliciano Lopez,Spain,ESP,Mikhail Kukushkin,Kazakhstan,KAZ,18/04/2011,Barcelona,A,3,C,FAUX,25,R64,6-2 6-7(7) 6-4,VRAI,16,
213,Gilles Muller,Luxembourg,LUX,Steve Johnson,United States,USA,25/07/2011,Los Angeles,B,3,H,FAUX,37,R32,2-6 6-3 6-4,VRAI,16,
213,Gilles Muller,Luxembourg,LUX,John Isner,United States,USA,18/07/2011,Atlanta,B,3,H,FAUX,49,SF,7-5 6-7(3) 6-1,FAUX,16,
213,Igor Sijsling,Netherlands,NED,Igor Kunitsyn,Russian Federation,RUS,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-3 6-4 6-2,FAUX,16,
213,Ivan Dodig,Croatia,CRO,Teymuraz Gabashvili,Russian Federation,RUS,12/06/2011,s-Hertogenbosch,B,3,G,FAUX,56,QF,2-6 6-1 6-2,VRAI,16,
213,Ivan Dodig,Croatia,CRO,Michael Berrer,Germany,GER,31/01/2011,Zagreb,B,3,H,VRAI,56,F,6-3 6-4,VRAI,16,
213,Ivo Karlovic,Croatia,CRO,Albert Montanes,Spain,ESP,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R16,7-6(7) 6-2,VRAI,16,
213,Jo Wilfried Tsonga,France,FRA,Michael Llodra,France,FRA,07/02/2011,Rotterdam,A,3,H,VRAI,85,R16,4-6 6-4 6-4,VRAI,16,
213,Juan Martin Del Potro,Argentina,ARG,Adrian Mannarino,France,FRA,06/06/2011,Queen's Club,B,3,G,FAUX,75,R16,7-6(3) 7-6(7),FAUX,16,
213,Kevin Anderson,South Africa,RSA,Alexander Slabinsky,United Kingdom,GBR,12/06/2011,Eastbourne,B,3,G,FAUX,67,R32,7-5 6-3,VRAI,16,
213,Marin Cilic,Croatia,CRO,Bastian Knittel,Germany,GER,18/07/2011,Hamburg,A,3,C,FAUX,39,R32,6-3 6-7(4) 6-4,VRAI,16,
213,Marin Cilic,Croatia,CRO,Robin Soderling,Sweden,SWE,14/02/2011,Marseille,B,3,H,VRAI,81,F,6-7(8) 6-3 6-3,FAUX,16,
213,Marin Cilic,Croatia,CRO,Stephane Bohli,Switzerland,SUI,14/02/2011,Marseille,B,3,H,VRAI,81,R32,6-7(6) 6-3 6-2,VRAI,16,
213,Michael Berrer,Germany,GER,Guillermo Garcia Lopez,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,6-4 6-4 3-6 6-3,FAUX,16,
213,Michal Przysiezny,Poland,POL,Igor Kunitsyn,Russian Federation,RUS,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,6-7(1) 6-4 6-4 7-6(6),FAUX,16,
213,Milos Raonic,Canada,CAN,Fernando Verdasco,Spain,ESP,14/02/2011,Memphis,A,3,H,VRAI,72,R32,6-4 3-6 7-6(5),VRAI,16,
213,Milos Raonic,Canada,CAN,Yuichi Sugita,Japan,JPN,03/10/2011,Tokyo,A,3,H,FAUX,58,R32,6-7(4) 6-3 7-6(1),VRAI,16,
213,Nicolas Almagro,Spain,ESP,Ivo Karlovic,Croatia,CRO,14/08/2011,Cincinnati Masters,M,3,H,FAUX,68,R32,6-3 5-7 7-6(2),VRAI,16,
213,Ricardas Berankis,Lithuania,LTU,Marinko Matosevic,Australia,AUS,31/07/2011,Washington,A,3,H,FAUX,55,R64,7-6(3) 3-6 6-1,FAUX,16,
213,Robin Soderling,Sweden,SWE,Andy Roddick,United States,USA,02/01/2011,Brisbane,B,3,H,FAUX,68,F,6-3 7-5,VRAI,16,
213,Robin Soderling,Sweden,SWE,Philipp Kohlschreiber,Germany,GER,07/02/2011,Rotterdam,A,3,H,VRAI,85,R16,6-3 5-7 7-6(7),VRAI,16,
213,Tomas Berdych,Czech Republic,CZE,Stephane Robert,France,FRA,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,3-6 3-6 6-2 6-2 9-7,FAUX,16,
213,Tomas Berdych,Czech Republic,CZE,Dmitry Tursunov,Russian Federation,RUS,07/02/2011,Rotterdam,A,3,H,VRAI,85,R16,6-4 4-6 7-5,VRAI,16,
213,Tomas Berdych,Czech Republic,CZE,Alex Bogomolov Jr,Russian Federation,RUS,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,6-2 6-4 6-3,VRAI,16,
213,Tommy Haas,Germany,GER,Gilles Muller,Luxembourg,LUX,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,7-6(5) 7-6(3) 3-6 6-3,FAUX,16,
213,Xavier Malisse,Belgium,BEL,David Nalbandian,Argentina,ARG,17/10/2011,Stockholm,B,3,H,VRAI,63,R32,4-6 7-6(6) 7-6(3),FAUX,16,
248,Alexandr Dolgopolov,Ukraine,UKR,Robin Haase,Netherlands,NED,21/08/2011,Winston-Salem,B,3,H,FAUX,55,QF,6-4 6-4,FAUX,15,
248,Andy Murray,United Kingdom,GBR,Ivan Ljubicic,Croatia,CRO,20/06/2011,Wimbledon,G,5,G,FAUX,80,R32,6-4 4-6 6-1 7-6(4),VRAI,15,
248,Andy Murray,United Kingdom,GBR,Rafael Nadal,Spain,ESP,20/06/2011,Wimbledon,G,5,G,FAUX,80,SF,5-7 6-2 6-2 6-4,FAUX,15,
248,Andy Roddick,United States,USA,Alexandr Dolgopolov,Ukraine,UKR,02/01/2011,Brisbane,B,3,H,FAUX,68,R16,6-4 6-1,VRAI,15,
248,Andy Roddick,United States,USA,Victor Hanescu,Romania,ROU,20/06/2011,Wimbledon,G,5,G,FAUX,80,R64,6-4 6-3 6-4,VRAI,15,
248,Andy Roddick,United States,USA,Feliciano Lopez,Spain,ESP,06/06/2011,Queen's Club,B,3,G,FAUX,75,R32,7-6(2) 6-7(5) 6-4,VRAI,15,
248,Andy Roddick,United States,USA,Kevin Anderson,South Africa,RSA,02/01/2011,Brisbane,B,3,H,FAUX,68,SF,6-2 4-6 6-2,VRAI,15,
248,Bernard Tomic,Australia,AUS,Tatsuma Ito,Japan,JPN,03/10/2011,Tokyo,A,3,H,FAUX,58,R16,6-7(4) 6-1 7-5,VRAI,15,
248,Dustin Brown,Germany,GER,Florent Serra,France,FRA,31/01/2011,Johannesburg,B,3,H,FAUX,54,R32,6-4 6-4,VRAI,15,
248,Feliciano Lopez,Spain,ESP,Alex Bogomolov Jr,Russian Federation,RUS,31/10/2011,Valencia,A,3,H,VRAI,64,R32,4-6 6-4 7-6(2),FAUX,15,
248,Gael Monfils,France,FRA,Robert Kendrick,United States,USA,07/02/2011,San Jose,B,3,H,VRAI,70,R16,6-2 5-7 6-4,VRAI,15,
248,Gael Monfils,France,FRA,Grega Zemlja,Slovenia,SLO,20/06/2011,Wimbledon,G,5,G,FAUX,80,R64,4-6 6-3 6-3 7-6(7),VRAI,15,
248,Gilles Muller,Luxembourg,LUX,Robby Ginepri,United States,USA,18/07/2011,Atlanta,B,3,H,FAUX,49,R16,7-6(6) 2-6 6-2,VRAI,15,
248,Greg Jones,Australia,AUS,Olivier Rochus,Belgium,BEL,04/07/2011,Newport,B,3,G,FAUX,56,R32,6-4 3-6 6-3,FAUX,15,
248,Ivan Ljubicic,Croatia,CRO,Radek Stepanek,Czech Republic,CZE,06/06/2011,Queen's Club,B,3,G,FAUX,75,R32,0-6 7-5 6-4,FAUX,15,
248,Ivan Ljubicic,Croatia,CRO,David Nalbandian,Argentina,ARG,29/08/2011,US Open,G,5,H,FAUX,49,R64,6-4 1-6 6-3 6-2,FAUX,15,
248,Ivan Ljubicic,Croatia,CRO,Dmitry Tursunov,Russian Federation,RUS,14/02/2011,Marseille,B,3,H,VRAI,81,R16,7-6(4) 6-3,FAUX,15,
248,Ivo Karlovic,Croatia,CRO,Juan Monaco,Argentina,ARG,08/08/2011,Canada Masters,M,3,H,FAUX,62,R64,6-7(2) 6-3 7-6(5),VRAI,15,
248,Janko Tipsarevic,Serbia,SRB,Blaz Kavcic,Slovenia,SLO,21/02/2011,Delray Beach,B,3,H,FAUX,67,R16,6-2 6-7(8) 6-3,VRAI,15,
248,John Isner,United States,USA,Mardy Fish,United States,USA,18/07/2011,Atlanta,B,3,H,FAUX,49,F,3-6 7-6(6) 6-2,FAUX,15,
248,John Isner,United States,USA,Andy Roddick,United States,USA,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R32,7-5 6-2,FAUX,15,
248,Jo Wilfried Tsonga,France,FRA,Teymuraz Gabashvili,Russian Federation,RUS,23/03/2011,Miami Masters,M,3,H,FAUX,55,R64,6-3 6-7(3) 6-3,VRAI,15,
248,Jo Wilfried Tsonga,France,FRA,Bernard Tomic,Australia,AUS,08/08/2011,Canada Masters,M,3,H,FAUX,62,R32,6-3 7-6(1),VRAI,15,
248,Julien Benneteau,France,FRA,Daniel Brands,Germany,GER,06/06/2011,Queen's Club,B,3,G,FAUX,75,R64,6-7(6) 6-1 6-4,VRAI,15,
248,Kenny De Schepper,France,FRA,Igor Kunitsyn,Russian Federation,RUS,19/09/2011,Metz,B,3,H,VRAI,70,R32,7-5 5-7 6-4,FAUX,15,
248,Kevin Anderson,South Africa,RSA,Feliciano Lopez,Spain,ESP,02/01/2011,Brisbane,B,3,H,FAUX,68,R16,6-3 6-1,VRAI,15,
248,Lleyton Hewitt,Australia,AUS,Robin Soderling,Sweden,SWE,20/06/2011,Wimbledon,G,5,G,FAUX,80,R64,6-7(5) 3-6 7-5 6-4 6-4,FAUX,15,
248,Marcos Baghdatis,Cyprus,CYP,Juan Martin Del Potro,Argentina,ARG,17/01/2011,Australian Open,G,5,H,FAUX,55,R64,6-1 6-3 4-6 6-3,VRAI,15,
248,Marcos Baghdatis,Cyprus,CYP,Thomaz Bellucci,Brazil,BRA,31/07/2011,Washington,A,3,H,FAUX,55,R16,3-6 6-3 6-2,VRAI,15,
248,Marcos Baghdatis,Cyprus,CYP,Grega Zemlja,Slovenia,SLO,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,3-6 7-5 6-1 4-6 6-2,VRAI,15,
248,Milos Raonic,Canada,CAN,David Ferrer,Spain,ESP,17/01/2011,Australian Open,G,5,H,FAUX,55,R16,4-6 6-2 6-3 6-4,FAUX,15,
248,Nicolas Almagro,Spain,ESP,Michael Berrer,Germany,GER,12/06/2011,s-Hertogenbosch,B,3,G,FAUX,56,R32,3-6 7-6(5) 6-4,FAUX,15,
248,Nicolas Mahut,France,FRA,Arnaud Clement,France,FRA,19/09/2011,Metz,B,3,H,VRAI,70,R16,3-6 7-5 6-3,VRAI,15,
248,Pablo Cuevas,Uruguay,URU,Andy Roddick,United States,USA,23/03/2011,Miami Masters,M,3,H,FAUX,55,R64,6-4 7-6(4),VRAI,15,
248,Philipp Kohlschreiber,Germany,GER,Ivo Karlovic,Croatia,CRO,03/01/2011,Doha,B,3,H,FAUX,73,R16,7-6(5) 6-7(4) 7-6(2),FAUX,15,
248,Philipp Petzschner,Germany,GER,Tomas Berdych,Czech Republic,CZE,06/06/2011,Halle,B,3,G,FAUX,82,SF,7-6(7) 2-6 6-3,VRAI,15,
248,Sam Querrey,United States,USA,Rainer Schuettler,Germany,GER,06/06/2011,Queen's Club,B,3,G,FAUX,75,R32,7-6(6) 5-7 6-3,VRAI,15,
248,Sergiy Stakhovsky,Ukraine,UKR,Philipp Kohlschreiber,Germany,GER,08/08/2011,Canada Masters,M,3,H,FAUX,62,R64,6-2 7-5,VRAI,15,
248,Thomaz Bellucci,Brazil,BRA,Ricardo Mello,Brazil,BRA,17/01/2011,Australian Open,G,5,H,FAUX,55,R128,7-5 7-5 4-6 3-6 6-3,VRAI,15,
248,Tommy Haas,Germany,GER,Marsel Ilhan,Turkey,TUR,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-4 4-6 7-6(1) 6-4,FAUX,15,
248,Xavier Malisse,Belgium,BEL,Dmitry Tursunov,Russian Federation,RUS,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,7-5 3-6 6-3 3-6 6-1,VRAI,15,
289,Alexander Sadecky,Switzerland,SUI,Peter Luczak,Australia,AUS,25/07/2011,Gstaad,B,3,C,FAUX,52,R32,3-6 6-3 7-6(4),FAUX,14,
289,Alexandr Dolgopolov,Ukraine,UKR,Ruben Ramirez Hidalgo,Spain,ESP,07/02/2011,Costa Do Sauipe,B,3,C,FAUX,50,R16,7-5 6-4,VRAI,14,
289,Alexandr Dolgopolov,Ukraine,UKR,Rainer Schuettler,Germany,GER,22/05/2011,Roland Garros,G,5,C,FAUX,46,R128,6-3 6-3 6-1,VRAI,14,
289,Andreas Haider Maurer,Austria,AUT,Sergei Bubka,Ukraine,UKR,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-3 6-2 3-6 6-4,FAUX,14,
289,Andy Murray,United Kingdom,GBR,John Isner,United States,USA,29/08/2011,US Open,G,5,H,FAUX,49,QF,7-5 6-4 3-6 7-6(2),VRAI,14,
289,Andy Murray,United Kingdom,GBR,Richard Gasquet,France,FRA,20/06/2011,Wimbledon,G,5,G,FAUX,80,R16,7-6(3) 6-3 6-2,VRAI,14,
289,Andy Roddick,United States,USA,Michael Russell,United States,USA,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-2 6-4 4-6 7-5,VRAI,14,
289,Andy Roddick,United States,USA,Janko Tipsarevic,Serbia,SRB,14/02/2011,Memphis,A,3,H,VRAI,72,R16,6-1 7-6(8),VRAI,14,
289,Bernard Tomic,Australia,AUS,Rohan Bopanna,India,IND,10/03/2011,Indian Wells Masters,M,3,H,FAUX,54,R128,6-7(5) 7-6(1) 6-4,VRAI,14,
289,Daniel Brands,Germany,GER,Martin Fischer,Austria,AUT,24/10/2011,Vienna,B,3,H,VRAI,76,R32,6-7(3) 6-2 7-6(6),VRAI,14,
289,Dmitry Tursunov,Russian Federation,RUS,Janko Tipsarevic,Serbia,SRB,03/10/2011,Tokyo,A,3,H,FAUX,58,R32,7-6(6) 6-7(3) 7-5,VRAI,14,
289,Ernests Gulbis,Latvia,LAT,Mikhail Youzhny,Russian Federation,RUS,29/08/2011,US Open,G,5,H,FAUX,49,R128,6-2 6-4 6-4,VRAI,14,
289,Frank Dancevic,Canada,CAN,Robin Haase,Netherlands,NED,03/01/2011,Chennai,B,3,H,FAUX,43,R32,6-7(6) 6-4 6-4,FAUX,14,
289,Gael Monfils,France,FRA,Florent Serra,France,FRA,06/06/2011,Halle,B,3,G,FAUX,82,R32,6-4 6-3,VRAI,14,
289,Gael Monfils,France,FRA,Matthias Bachinger,Germany,GER,20/06/2011,Wimbledon,G,5,G,FAUX,80,R128,6-4 7-6(3) 6-3,VRAI,14,
289,Gilles Muller,Luxembourg,LUX,Kevin Anderson,South Africa,RSA,18/07/2011,Atlanta,B,3,H,FAUX,49,QF,7-6(3) 7-6(3),VRAI,14,
289,Gilles Simon,France,FRA,Matthew Ebden,Australia,AUS,09/10/2011,Shanghai Masters,M,3,H,FAUX,60,R16,6-2 2-6 7-6(8),FAUX,14,
289,Ivan Dodig,Croatia,CRO,David Nalbandian,Argentina,ARG,03/10/2011,Tokyo,A,3,H,FAUX,58,R16,7-6(2) 6-2,FAUX,14,
289,Ivan Ljubicic,Croatia,CRO,Teymuraz Gabashvili,Russian Federation,RUS,03/10/2011,Beijing,A,3,H,FAUX,55,R32,7-5 7-5,VRAI,14,
